          it         t                          a(i)                     emegas(i)               emepla(i)/5.7d27          rplanet(i)                   amax                          amin                   emestar                   rc                        qest                    sigmag_0
           1   49801.000000000000       0.56425886242988410        0.0000000000000000        7.2520681303740356E-002   234585053.01258960        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           2   49901.000000000000       0.56425364099065101        0.0000000000000000        7.2580198445679117E-002   234649174.41298926        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           3   50001.000000000000       0.56424841712832419        0.0000000000000000        7.2639295508800772E-002   234712808.82727608        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           4   50101.000000000000       0.56424319087158004        0.0000000000000000        7.2697975071968957E-002   234775959.80719593        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           5   50201.000000000000       0.56423796224884704        0.0000000000000000        7.2756239704191858E-002   234838630.88076326        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           6   50301.000000000000       0.56423273128830675        0.0000000000000000        7.2814091964558139E-002   234900825.55238622        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           7   50401.000000000000       0.56422749801789540        0.0000000000000000        7.2871534402175087E-002   234962547.30299231        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           8   50501.000000000000       0.56422226246530494        0.0000000000000000        7.2928569556108852E-002   235023799.59015340        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           9   50601.000000000000       0.56421702465798418        0.0000000000000000        7.2985199955327082E-002   235084585.84821087        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          10   50701.000000000000       0.56421178462314026        0.0000000000000000        7.3041428118643531E-002   235144909.48840028        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          11   50801.000000000000       0.56420654238773982        0.0000000000000000        7.3097256554664883E-002   235204773.89897639        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          12   50901.000000000000       0.56420129797851015        0.0000000000000000        7.3152687761739651E-002   235264182.44533736        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          13   51001.000000000000       0.56419605142194074        0.0000000000000000        7.3207724227909068E-002   235323138.47014934        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          14   51101.000000000000       0.56419080274428413        0.0000000000000000        7.3262368430860036E-002   235381645.29347047        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          15   51201.000000000000       0.56418555197155740        0.0000000000000000        7.3316622837880097E-002   235439706.21287498        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          16   51301.000000000000       0.56418029912954359        0.0000000000000000        7.3370489905814240E-002   235497324.50357667        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          17   51401.000000000000       0.56417504424379250        0.0000000000000000        7.3423972081023733E-002   235554503.41855270        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          18   51501.000000000000       0.56416978733962242        0.0000000000000000        7.3477071799346816E-002   235611246.18866661        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          19   51601.000000000000       0.56416452844212117        0.0000000000000000        7.3529791486061202E-002   235667556.02279148        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          20   51701.000000000000       0.56415926757614732        0.0000000000000000        7.3582133555848458E-002   235723436.10793275        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          21   51801.000000000000       0.56415400476633148        0.0000000000000000        7.3634100412760126E-002   235778889.60935071        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          22   51901.000000000000       0.56414874003707771        0.0000000000000000        7.3685694450185676E-002   235833919.67068270        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          23   52001.000000000000       0.56414347341256466        0.0000000000000000        7.3736918050822081E-002   235888529.41406524        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          24   52101.000000000000       0.56413820491674660        0.0000000000000000        7.3787773586645261E-002   235942721.94025573        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          25   52201.000000000000       0.56413293457335523        0.0000000000000000        7.3838263418883013E-002   235996500.32875374        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          26   52301.000000000000       0.56412766240590040        0.0000000000000000        7.3888389897989681E-002   236049867.63792235        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          27   52401.000000000000       0.56412238843767160        0.0000000000000000        7.3938155363622471E-002   236102826.90510896        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          28   52501.000000000000       0.56411711269173936        0.0000000000000000        7.3987562144619295E-002   236155381.14676571        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          29   52601.000000000000       0.56411183519095620        0.0000000000000000        7.4036612558978171E-002   236207533.35856992        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          30   52701.000000000000       0.56410655595795800        0.0000000000000000        7.4085308913838160E-002   236259286.51554385        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          31   52801.000000000000       0.56410127501516549        0.0000000000000000        7.4133653505461902E-002   236310643.57217431        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          32   52901.000000000000       0.56409599238478503        0.0000000000000000        7.4181648619219401E-002   236361607.46253201        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          33   53001.000000000000       0.56409070808881034        0.0000000000000000        7.4229296529573552E-002   236412181.10039055        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          34   53101.000000000000       0.56408542214902335        0.0000000000000000        7.4276599500066848E-002   236462367.37934479        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          35   53201.000000000000       0.56408013458699580        0.0000000000000000        7.4323559783309553E-002   236512169.17292929        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          36   53301.000000000000       0.56407484542409025        0.0000000000000000        7.4370179620969382E-002   236561589.33473614        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          38   53501.000000000000       0.56406426238005714        0.0000000000000000        7.4462406871444772E-002   236659296.07837784        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          39   53601.000000000000       0.56405896854062021        0.0000000000000000        7.4508018712807378E-002   236707588.26874068        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          40   53701.000000000000       0.56405367318368904        0.0000000000000000        7.4553298965669479E-002   236755510.04461506        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          42   53901.000000000000       0.56404307799848463        0.0000000000000000        7.4642873442291466E-002   236850253.35619834        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          43   54001.000000000000       0.56403777821027856        0.0000000000000000        7.4687172006804858E-002   236897080.34556565        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          45   54201.000000000000       0.56402717434133054        0.0000000000000000        7.4774802557773870E-002   236989658.48283127        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          46   54301.000000000000       0.56402187029946405        0.0000000000000000        7.4818138819109259E-002   237035414.97065580        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          48   54501.000000000000       0.56401125809666575        0.0000000000000000        7.4903863918372879E-002   237125875.99430713        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          49   54601.000000000000       0.56400594997343945        0.0000000000000000        7.4946256965351538E-002   237170585.75837860        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          51   54801.000000000000       0.56399532977615496        0.0000000000000000        7.5030114494431838E-002   237258976.72397038        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          53   55001.000000000000       0.56398470443263793        0.0000000000000000        7.5112747729858695E-002   237346013.30473211        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          55   55201.000000000000       0.56397407408610623        0.0000000000000000        7.5194173070011638E-002   237431715.68730906        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          56   55301.000000000000       0.56396875708065086        0.0000000000000000        7.5234437856103675E-002   237474072.78474140        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          58   55501.000000000000       0.56395811949163255        0.0000000000000000        7.5314081718496947E-002   237557811.09882432        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          60   55701.000000000000       0.56394747724470962        0.0000000000000000        7.5392557918618611E-002   237640264.44473523        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          63   56001.000000000000       0.56393150543084447        0.0000000000000000        7.5508117343569950E-002   237761577.08802873        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          65   56201.000000000000       0.56392085211468679        0.0000000000000000        7.5583743087511909E-002   237840901.44749254        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
