          it         t                          a(i)                     emegas(i)              emepla(i)/5.97d27          rplanet(i)                   amax                          amin                   emestar                   rc                        qest                     sigmag_0
           1   71901.000000000000       0.66850097507256345        0.0000000000000000        5.0020472083655940E-002   234243798.56653047        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           2   72001.000000000000       0.66849495026290262        0.0000000000000000        5.0064988550287175E-002   234313226.36790368        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           3   72101.000000000000       0.66848891980676151        0.0000000000000000        5.0109349169041043E-002   234382370.34919167        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           4   72201.000000000000       0.66848288372219733        0.0000000000000000        5.0153554312944236E-002   234451231.57981026        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           5   72301.000000000000       0.66847684202722701        0.0000000000000000        5.0197604355642279E-002   234519811.12588134        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           6   72401.000000000000       0.66847079473982696        0.0000000000000000        5.0241499671382417E-002   234588110.05023688        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           7   72501.000000000000       0.66846474187793303        0.0000000000000000        5.0285240634996738E-002   234656129.41242272        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           8   72601.000000000000       0.66845868345944048        0.0000000000000000        5.0328827621885307E-002   234723870.26870269        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           9   72701.000000000000       0.66845261950220392        0.0000000000000000        5.0372261007999575E-002   234791333.67206272        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          10   72801.000000000000       0.66844655002403708        0.0000000000000000        5.0415541169825849E-002   234858520.67221484        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          11   72901.000000000000       0.66844047504271298        0.0000000000000000        5.0458668484368897E-002   234925432.31560129        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          12   73001.000000000000       0.66843439457596365        0.0000000000000000        5.0501643329135738E-002   234992069.64539897        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          13   73101.000000000000       0.66842830864148028        0.0000000000000000        5.0544466082119557E-002   235058433.70152354        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
