          it       t  truncado con cos sigmap(n) a(i)                     emegas(i)               emepla(i)/5.7d27          rplanet(i)                   amax                          amin                   emestar                   rc                        qest                     sigmag_0
         689   147101.00000000000        1.8231597080384250        0.0000000000000000       0.22427846945143837        549971147.06561291        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         689   147101.00000000000        1.9581996633496346        0.0000000000000000       0.14362457341225537        479106458.25582772        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         689   147101.00000000000        2.0664755123370582        0.0000000000000000        9.5606465526868162E-002   422987983.87302864        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         689   147101.00000000000        2.2274756539241705        0.0000000000000000        5.1292399137205159E-002   344745436.06953096        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         713   149501.00000000000       0.76837538173126763        0.0000000000000000       0.13727390544694718        348632614.12239838        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         713   149501.00000000000       0.87147968892192884        0.0000000000000000        5.5660332423912655E-002   263978464.70204347        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         713   149501.00000000000        1.8226916605680890        0.0000000000000000       0.23064814912225512        555125125.19936955        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         713   149501.00000000000        1.9578408998704997        0.0000000000000000       0.14844357771633732        484401191.09457350        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         713   149501.00000000000        2.0662776190938317        0.0000000000000000        9.8625160580879070E-002   427389944.99470913        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         713   149501.00000000000        2.1609847838088982        0.0000000000000000        5.1421378559919344E-002   343516569.03041935        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         713   149501.00000000000        2.2273554851617030        0.0000000000000000        5.3259521535261721E-002   349092820.72966546        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         737   151901.00000000000       0.76808510554778264        0.0000000000000000       0.13768280046518114        348978397.37611657        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         737   151901.00000000000       0.87133881001039271        0.0000000000000000        5.6245221820924909E-002   264899622.04974082        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         737   151901.00000000000        1.1912965796611417        0.0000000000000000        5.0296363628316194E-002   268390829.22804153        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         737   151901.00000000000        1.8222102380392800        0.0000000000000000       0.23708697081573216        560239521.15336621        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         737   151901.00000000000        1.9574701753982984        0.0000000000000000       0.15334235672671806        489667417.02442712        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         737   151901.00000000000        2.0660736353272444        0.0000000000000000       0.10169404696283731        431773976.24494970        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         737   151901.00000000000        2.1608555639233891        0.0000000000000000        5.3665543797643024E-002   348437026.11716580        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         737   151901.00000000000        2.2272307528500588        0.0000000000000000        5.5270789035036107E-002   353428470.60298973        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         762   154401.00000000000       0.76778250926721159        0.0000000000000000       0.13807255403911883        349307359.25779110        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         762   154401.00000000000       0.87119056844392984        0.0000000000000000        5.6831073132957023E-002   265815926.56718719        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         762   154401.00000000000        1.1911810605242690        0.0000000000000000        5.1374075248508573E-002   270293175.87154490        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         762   154401.00000000000        1.8216943467412525        0.0000000000000000       0.24386573615114052        565524869.78614283        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         762   154401.00000000000        1.9570710712257731        0.0000000000000000       0.15852931687620067        495122606.15212917        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         762   154401.00000000000        2.0658545736828979        0.0000000000000000       0.10494395880038596        436321502.70531905        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         762   154401.00000000000        2.1607150799045125        0.0000000000000000        5.6064314516378645E-002   353547077.00641245        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         762   154401.00000000000        2.2270958602531055        0.0000000000000000        5.7412975384689285E-002   357932184.22054601        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         788   157001.00000000000       0.76746762929296242        0.0000000000000000       0.13844199040505084        349618604.00719994        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         788   157001.00000000000       0.87103484971209522        0.0000000000000000        5.7415697564045187E-002   266724067.78276566        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         788   157001.00000000000        1.1910583003034940        0.0000000000000000        5.2490428912742339E-002   272235903.55231804        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         788   157001.00000000000        1.8211420151562985        0.0000000000000000       0.25099111834296267        570975956.92223644        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         788   157001.00000000000        1.9566417681862753        0.0000000000000000       0.16401386003384269        500762868.68426192        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         788   157001.00000000000        2.0656195158244741        0.0000000000000000       0.10838114376986532        441030061.20431107        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         788   157001.00000000000        2.1605624490684141        0.0000000000000000        5.8625481096010394E-002   358844658.05439633        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         788   157001.00000000000        2.2269500762633325        0.0000000000000000        5.9692027008381228E-002   362602299.80770141        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         815   159701.00000000000       0.76714050698876357        0.0000000000000000       0.13879025148945426        349911504.16587824        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         815   159701.00000000000       0.87087154639648101        0.0000000000000000        5.7996968590456485E-002   267620920.06560931        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         815   159701.00000000000        1.1909279994702535        0.0000000000000000        5.3644325524624385E-002   274215248.25597113        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         815   159701.00000000000        1.8205511521774891        0.0000000000000000       0.25846960693244847        576587360.28169096        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         815   159701.00000000000        1.9561803301512521        0.0000000000000000       0.16980553895026940        506584134.93416661        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         815   159701.00000000000        2.0653674850045403        0.0000000000000000       0.11201202429295451        445897070.60467964        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         815   159701.00000000000        2.1603967204717325        0.0000000000000000        6.1357177464212855E-002   364327591.53137940        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         815   159701.00000000000        2.2267926151491095        0.0000000000000000        6.2114145311113624E-002   367437067.26229739        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         815   159701.00000000000        2.5350717258558375        0.0000000000000000        5.7349634314860086E-002   361628332.65784335        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         843   162501.00000000000       0.76680118744401438        0.0000000000000000       0.13911678334673333        350185686.17510402        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         843   162501.00000000000       0.87070055895827547        0.0000000000000000        5.8572838150383374E-002   268503559.61704725        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         843   162501.00000000000        1.1907898500286092        0.0000000000000000        5.4834539107091809E-002   276227392.86864722        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         843   162501.00000000000        1.8199195422825394        0.0000000000000000       0.26630744947262885        582353452.35325658        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         843   162501.00000000000        1.9556846998946655        0.0000000000000000       0.17591401947626906        512582154.45630789        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         843   162501.00000000000        2.0650974437970220        0.0000000000000000       0.11584318286707980        450919830.49508834        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         843   162501.00000000000        2.1602168710352965        0.0000000000000000        6.4267876796108847E-002   369993582.84732509        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         843   162501.00000000000        2.2266226334097863        0.0000000000000000        6.4685783767692406E-002   372434646.18823946        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         843   162501.00000000000        2.5349264187422409        0.0000000000000000        5.9215024083771620E-002   365504452.79110181        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         872   165401.00000000000       0.76644971810903328        0.0000000000000000       0.13942131804168464        350441012.67785770        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         872   165401.00000000000       0.87052179644569905        0.0000000000000000        5.9141351973369338E-002   269369278.94502252        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         872   165401.00000000000        1.1906435361544387        0.0000000000000000        5.6059714112388831E-002   278268478.70208234        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         872   165401.00000000000        1.8192448404240016        0.0000000000000000       0.27451059094569619        588268403.83794856        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         872   165401.00000000000        1.9551526951055214        0.0000000000000000       0.18234903971378008        518752495.49290824        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         872   165401.00000000000        2.0648082918072106        0.0000000000000000       0.11988134588396730        456095520.00955921        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         872   165401.00000000000        2.1600218015592598        0.0000000000000000        6.7366385569103557E-002   375840217.84795713        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         872   165401.00000000000        2.2264392264903252        0.0000000000000000        6.7413643997163097E-002   377593103.96822983        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         872   165401.00000000000        2.5347709901669226        0.0000000000000000        6.1184662304441070E-002   369509830.48157269        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         902   168401.00000000000       0.76608614732428004        0.0000000000000000       0.13970385174856989        350677562.19144231        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         902   168401.00000000000       0.87033517711418629        0.0000000000000000        5.9700663784889564E-002   270215598.70813626        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         902   168401.00000000000        1.1904887348900310        0.0000000000000000        5.7318363840388797E-002   280334617.40908420        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         902   168401.00000000000        1.8185245665966672        0.0000000000000000       0.28308461114752304        594326187.69320107        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         902   168401.00000000000        1.9545820046160547        0.0000000000000000       0.18912036606608024        525090544.76093179        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         902   168401.00000000000        2.0644988633676857        0.0000000000000000       0.12413336587823315        461421196.79179317        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         902   168401.00000000000        2.5346048163003942        0.0000000000000000        6.3262649804804519E-002   373643427.88427204        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         933   171501.00000000000       0.76571052276792206        0.0000000000000000       0.13996461988557443        350895606.82748902        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         933   171501.00000000000       0.87014062895365130        0.0000000000000000        6.0249048143675599E-002   271040276.85770541        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         933   171501.00000000000        1.1903251168921432        0.0000000000000000        5.8608870047537447E-002   282421903.23527497        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         933   171501.00000000000        1.8177561000363491        0.0000000000000000       0.29203466031662478        600520583.80503368        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         933   171501.00000000000        1.9539701849240674        0.0000000000000000       0.19623774617983875        531591507.60625982        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         933   171501.00000000000        2.0641679252283569        0.0000000000000000       0.12860620215562940        466893796.12138355        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         933   171501.00000000000        2.5344272331615532        0.0000000000000000        6.5453243102135072E-002   377904160.05026054        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         965   174701.00000000000       0.76532288984566377        0.0000000000000000       0.14020407011877695        351095588.72510332        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         965   174701.00000000000       0.86993809011876566        0.0000000000000000        6.0784911698832669E-002   271841315.04905021        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         965   174701.00000000000        1.1901523472307982        0.0000000000000000        5.9929483815950479E-002   284526425.54625976        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         965   174701.00000000000        1.8169366729976757        0.0000000000000000       0.30136539332801543        606845184.31246388        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         965   174701.00000000000        1.9533146571004616        0.0000000000000000       0.20371085879980022        538250408.55034184        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         965   174701.00000000000        2.0638141742484892        0.0000000000000000       0.13330689975941429        472510130.21879387        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         965   174701.00000000000        2.5342375345954280        0.0000000000000000        6.7760853552981448E-002   382290894.03565526        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         998   178001.00000000000       0.76492329004569815        0.0000000000000000       0.14042283405553602        351278095.83315623        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         998   178001.00000000000       0.86972750925985853        0.0000000000000000        6.1306802689471251E-002   272616962.33609468        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         998   178001.00000000000        1.1899700862352627        0.0000000000000000        6.1278327737391718E-002   286644281.56312871        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         998   178001.00000000000        1.8160633640525539        0.0000000000000000       0.31108090281551615        613293399.60487258        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         998   178001.00000000000        1.9526127041874666        0.0000000000000000       0.21154926058706214        545062092.25280356        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         998   178001.00000000000        2.0634362350978388        0.0000000000000000       0.13824256674329219        478266887.74572366        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
         998   178001.00000000000        2.5340349701658624        0.0000000000000000        7.0190046106423029E-002   386802448.02351356        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1032   181401.00000000000       0.76451175928005921        0.0000000000000000       0.14062169840662880        351443837.63188350        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1032   181401.00000000000       0.86950884575375809        0.0000000000000000        6.1813418550117176E-002   273365716.20519650        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1032   181401.00000000000        1.1897779903828924        0.0000000000000000        6.2653399450157993E-002   288771589.23354667        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1032   181401.00000000000        1.8151330908463150        0.0000000000000000       0.32118465162851090        619858465.00912070        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1032   181401.00000000000        1.9518614692095471        0.0000000000000000       0.21976232998395342        552021224.91139436        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1032   181401.00000000000        2.0630326579730154        0.0000000000000000       0.14342034973047518        484160633.51714498        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1032   181401.00000000000        2.5338187429618562        0.0000000000000000        7.2745537629238355E-002   391437590.46251696        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1068   185001.00000000000       0.76407623119630408        0.0000000000000000       0.14080637617944367        351597616.39788359        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1068   185001.00000000000       0.86927556667340455        0.0000000000000000        6.2317166519192266E-002   274106193.77768046        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1068   185001.00000000000        1.1895698667521575        0.0000000000000000        6.4092301673971702E-002   290964602.11499125        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1068   185001.00000000000        1.8141138074639536        0.0000000000000000       0.33198059615305736        626722923.39727044        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1068   185001.00000000000        1.9510345415114170        0.0000000000000000       0.22860692092890564        559324246.38531876        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1068   185001.00000000000        2.0625893788397871        0.0000000000000000       0.14900390035082778        490359416.39775163        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1068   185001.00000000000        2.5335812916314331        0.0000000000000000        7.5509792641418272E-002   396330756.24171889        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1104   188601.00000000000       0.76364092169165920        0.0000000000000000       0.14096767095921775        351731814.90325600        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1104   188601.00000000000       0.86904061473769456        0.0000000000000000        6.2789087092064669E-002   274796282.54467344        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1104   188601.00000000000        1.1893569267518589        0.0000000000000000        6.5512826671602159E-002   293097665.45168364        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1104   188601.00000000000        1.8130586710089882        0.0000000000000000       0.34287088840440555        633498259.03666484        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1104   188601.00000000000        1.9501746843729684        0.0000000000000000       0.23760053945098250        566559691.31154537        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1104   188601.00000000000        2.0621293994248928        0.0000000000000000       0.15469021271693309        496515138.65026462        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1104   188601.00000000000        2.5333348997421585        0.0000000000000000        7.8334304879736444E-002   401208754.91531950        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1142   192401.00000000000       0.76318165576305808        0.0000000000000000       0.14111576820802468        351854943.18659204        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1142   192401.00000000000       0.86879093438827237        0.0000000000000000        6.3254630649233298E-002   275473673.05661827        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1142   192401.00000000000        1.1891269868392922        0.0000000000000000        6.6991473749859295E-002   295285525.46983802        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1142   192401.00000000000        1.8119053533901892        0.0000000000000000       0.35446144400168472        640553511.57167697        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1142   192401.00000000000        1.9492307639974606        0.0000000000000000       0.24725129321579908        574123555.18039334        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1142   192401.00000000000        2.0616254346716034        0.0000000000000000       0.16080235755231129        502965899.15776974        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1142   192401.00000000000        2.3310328136572602        0.0000000000000000        5.1821451143383129E-002   349255599.70582581        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1142   192401.00000000000        2.5330649019273181        0.0000000000000000        8.1381250374370120E-002   406341169.83169478        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1181   196301.00000000000       0.76271052413436857        0.0000000000000000       0.14124717942186585        351964126.83448738        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1181   196301.00000000000       0.86853303895803990        0.0000000000000000        6.3699660343096445E-002   276118120.72269332        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1181   196301.00000000000        1.1888855381480967        0.0000000000000000        6.8485969992609169E-002   297464388.57479674        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1181   196301.00000000000        1.8106786948324669        0.0000000000000000       0.36645093454373345        647691637.20142055        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1181   196301.00000000000        1.9482226505088638        0.0000000000000000       0.25731948032526175        581807689.20994449        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1181   196301.00000000000        2.0610881862171531        0.0000000000000000       0.16719095613060103        509536042.91063797        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1181   196301.00000000000        2.3308557953382221        0.0000000000000000        5.4453283789768221E-002   355065773.54811931        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1181   196301.00000000000        2.5327769672530493        0.0000000000000000        8.4578478863739176E-002   411590799.14288223        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1222   200401.00000000000       0.76221543443690154        0.0000000000000000       0.14136590481947225        352062712.41692531        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1222   200401.00000000000       0.86826027789035787        0.0000000000000000        6.4133959639674651E-002   276744147.93537021        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1222   200401.00000000000        1.1886258214597705        0.0000000000000000        7.0031043823231470E-002   299683941.73088348        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
        1222   200401.00000000000        1.8093413168164165        0.0000000000000000       0.37914897977160200        655083878.96172595        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
