          it         t                          a(i)                     emegas(i)              emepla(i)/5.7d27           rplanet(i)                   amax                          amin                   emestar                   rc                        qest                     sigmag_0
           1   70401.000000000000       0.70130974922685674        0.0000000000000000        5.0007903933785965E-002   242374736.90283170        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           2   70501.000000000000       0.70130538912017748        0.0000000000000000        5.0066816675380786E-002   242469802.93120766        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           3   70601.000000000000       0.70130102395152494        0.0000000000000000        5.0125569859616990E-002   242564537.50176206        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           4   70701.000000000000       0.70129665373484684        0.0000000000000000        5.0184163657101433E-002   242658941.63480291        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           5   70801.000000000000       0.70129227848407505        0.0000000000000000        5.0242598240367253E-002   242753016.34847060        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           6   70901.000000000000       0.70128789821312543        0.0000000000000000        5.0300873783854831E-002   242846762.65873513        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           7   71001.000000000000       0.70128351293589752        0.0000000000000000        5.0358990463892826E-002   242940181.57939321        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           8   71101.000000000000       0.70127912266627457        0.0000000000000000        5.0416948458679299E-002   243033274.12206560        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           9   71201.000000000000       0.70127472741812324        0.0000000000000000        5.0474747948262899E-002   243126041.29619452        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          10   71301.000000000000       0.70127032720529348        0.0000000000000000        5.0532389114524179E-002   243218484.10904101        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          11   71401.000000000000       0.70126592204161842        0.0000000000000000        5.0589872141156990E-002   243310603.56568256        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
