          it         t                          a(i)                     emegas(i)               emepla(i)/5.7d27          rplanet(i)                   amax                          amin                   emestar                   rc                        qest                    sigmag_0
           1   22701.000000000000       0.47496047508420031        0.0000000000000000        5.0011502444684608E-002   170332739.22846925        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           2   22801.000000000000       0.47495233869649311        0.0000000000000000        5.0171659136119692E-002   170513983.17128229        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           3   22901.000000000000       0.47494417631885533        0.0000000000000000        5.0330348814065763E-002   170693191.20852911        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           4   23001.000000000000       0.47493598818555594        0.0000000000000000        5.0487578782995042E-002   170870383.86856610        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           5   23101.000000000000       0.47492777452968854        0.0000000000000000        5.0643356464830938E-002   171045581.52627492        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           6   23201.000000000000       0.47491953558315314        0.0000000000000000        5.0797689394189972E-002   171218804.40291682        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           7   23301.000000000000       0.47491127157663859        0.0000000000000000        5.0950585213711451E-002   171390072.56602600        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           8   23401.000000000000       0.47490298273960613        0.0000000000000000        5.1102051669474437E-002   171559405.92934144        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
           9   23501.000000000000       0.47489466930027308        0.0000000000000000        5.1252096606501582E-002   171726824.25277588        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          10   23601.000000000000       0.47488633148559778        0.0000000000000000        5.1400727964349406E-002   171892347.14242113        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          11   23701.000000000000       0.47487796952126488        0.0000000000000000        5.1547953772784351E-002   172055994.05058855        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          12   23801.000000000000       0.47486958363167153        0.0000000000000000        5.1693782147544200E-002   172217784.27588409        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          13   23901.000000000000       0.47486117403991407        0.0000000000000000        5.1838221286184177E-002   172377736.96331629        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          14   24001.000000000000       0.47485274096777541        0.0000000000000000        5.1981279464007137E-002   172535871.10443717        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          15   24101.000000000000       0.47484428463571310        0.0000000000000000        5.2122965030077142E-002   172692205.53751421        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          16   24201.000000000000       0.47483580526284797        0.0000000000000000        5.2263286403315790E-002   172846758.94773310        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          17   24301.000000000000       0.47482730306695342        0.0000000000000000        5.2402252068680551E-002   172999549.86743018        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          18   24401.000000000000       0.47481877826444524        0.0000000000000000        5.2539870573424345E-002   173150596.67635366        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          19   24501.000000000000       0.47481023107037224        0.0000000000000000        5.2676150523435675E-002   173299917.60195285        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          20   24601.000000000000       0.47480166169840704        0.0000000000000000        5.2811100579658411E-002   173447530.71969441        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          21   24701.000000000000       0.47479307036083790        0.0000000000000000        5.2944729454590521E-002   173593453.95340493        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          22   24801.000000000000       0.47478445726856067        0.0000000000000000        5.3077045908860858E-002   173737705.07563892        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          23   24901.000000000000       0.47477582263107154        0.0000000000000000        5.3208058747883216E-002   173880301.70807162        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          24   25001.000000000000       0.47476716665646035        0.0000000000000000        5.3337776818586653E-002   174021261.32191539        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          25   25101.000000000000       0.47475848955140404        0.0000000000000000        5.3466209006221420E-002   174160601.23835951        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          26   25201.000000000000       0.47474979152116115        0.0000000000000000        5.3593364231239386E-002   174298338.62903208        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          27   25301.000000000000       0.47474107276956634        0.0000000000000000        5.3719251446248208E-002   174434490.51648360        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          28   25401.000000000000       0.47473233349902566        0.0000000000000000        5.3843879633038223E-002   174569073.77469155        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          29   25501.000000000000       0.47472357391051212        0.0000000000000000        5.3967257799681236E-002   174702105.12958476        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
          30   25601.000000000000       0.47471479420356183        0.0000000000000000        5.4089394977700142E-002   174833601.15958774        174.69699000000000        4.4369959067573163E-002   1.5923021799999997E+033   58.232329999999997        2.0325427003097900        42.103920858681292     
